ID,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
7095.0,34.74,0.3,0.58,1.98,1.81,1.22,1.2,520.74,320.14,12.0,3.0,6.0,2.58,4.0,subcooled,37.9,-1.0,152.0,22.0,4.0,13.6,-0.5,4.3,0.13331503
7096.0,35.01,0.3,0.61,2.02,1.8,1.19,1.2,521.88,320.28,12.0,3.0,6.0,2.6,4.0,subcooled,37.9,-1.0,152.0,23.0,4.0,13.6,0.8,4.3,0.10592841
7097.0,34.88,0.3,0.61,2.0,1.8,1.18,1.21,521.05,319.98,12.0,3.0,6.0,2.58,4.0,subcooled,37.9,-1.0,152.0,24.0,4.0,13.6,2.1,4.3,0.11872636
7098.0,34.94,0.3,0.61,2.0,1.8,1.19,1.19,520.45,319.73,12.0,3.0,6.0,2.59,4.0,subcooled,37.9,-1.0,152.0,25.0,5.0,13.6,2.35,-1.6,0.19765158
7099.0,35.02,0.3,0.61,1.99,1.78,1.21,1.19,520.36,319.58,12.0,3.0,6.0,2.6,4.0,subcooled,37.9,-1.0,152.0,26.0,5.0,13.6,2.35,1.2,0.18455143
7100.0,34.95,0.3,0.59,1.98,1.8,1.19,1.21,520.66,319.71,12.0,3.0,6.0,2.6,4.0,subcooled,37.9,-1.0,152.0,27.0,5.0,13.6,2.35,4.0,0.13147046
7101.0,31.58,0.28,0.59,7.79,0.62,1.58,0.39,290.52,301.42,8.0,11.0,13.0,2.0,21.0,subcooled,42.5,-42.0,96.7,1.0,1.0,10.35,-2.3,-1.6,0.14219289
7102.0,31.54,0.28,0.6,7.8,0.58,1.61,0.42,290.66,302.3,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,2.0,1.0,10.35,-2.3,4.7,0.097955555
7103.0,31.71,0.28,0.6,7.78,0.62,1.59,0.39,291.21,302.37,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,3.0,1.0,10.35,-2.3,11.0,0.088999435
7104.0,31.72,0.28,0.61,7.8,0.62,1.6,0.4,289.85,301.97,8.0,11.0,13.0,2.0,21.0,subcooled,42.5,-42.0,96.7,4.0,1.0,10.35,3.0,-1.6,0.055805165
7105.0,31.64,0.28,0.58,7.82,0.58,1.59,0.39,291.29,301.64,8.0,11.0,13.0,1.99,21.0,subcooled,42.5,-42.0,96.7,5.0,1.0,10.35,3.0,4.7,0.048399482
7106.0,31.76,0.28,0.61,7.78,0.61,1.61,0.4,291.18,301.67,8.0,11.0,13.0,1.98,21.0,subcooled,42.5,-42.0,96.7,6.0,1.0,10.35,3.0,11.0,0.038959023
7107.0,31.83,0.28,0.59,7.79,0.59,1.59,0.39,290.76,301.63,8.0,11.0,13.0,1.99,21.0,subcooled,42.5,-42.0,96.7,7.0,1.0,10.35,8.3,-1.6,0.036895599
7108.0,31.59,0.28,0.59,7.81,0.58,1.59,0.4,290.85,301.44,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,8.0,1.0,10.35,8.3,4.7,0.031178169
7109.0,31.7,0.28,0.61,7.8,0.61,1.58,0.41,291.19,301.67,8.0,11.0,13.0,1.99,21.0,subcooled,42.5,-42.0,96.7,9.0,1.0,10.35,8.3,11.0,0.02917813
7110.0,31.76,0.28,0.59,7.79,0.6,1.6,0.4,291.06,301.78,8.0,11.0,13.0,2.0,21.0,subcooled,42.5,-42.0,96.7,10.0,2.0,8.25,-2.3,-1.6,1.1414924
7111.0,31.59,0.28,0.6,7.8,0.59,1.6,0.39,291.46,301.21,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,11.0,2.0,8.25,-2.3,4.7,0.55142546
7112.0,31.64,0.28,0.58,7.81,0.61,1.6,0.41,291.15,301.25,8.0,11.0,13.0,2.0,21.0,subcooled,42.5,-42.0,96.7,12.0,2.0,8.25,-2.3,11.0,0.37738323
7113.0,31.66,0.28,0.59,7.8,0.61,1.6,0.4,290.3,301.65,8.0,11.0,13.0,1.98,21.0,subcooled,42.5,-42.0,96.7,13.0,2.0,8.25,3.0,-1.6,0.90981311
7114.0,31.69,0.27,0.59,7.81,0.61,1.59,0.39,290.64,301.61,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,14.0,2.0,8.25,3.0,4.7,0.44164377
7115.0,31.7,0.28,0.6,7.78,0.61,1.61,0.42,289.85,301.68,8.0,11.0,13.0,1.98,21.0,subcooled,42.5,-42.0,96.7,15.0,2.0,8.25,3.0,11.0,0.31525645
7116.0,31.72,0.28,0.6,7.82,0.59,1.59,0.39,290.91,301.97,8.0,11.0,13.0,2.02,21.0,subcooled,42.5,-42.0,96.7,16.0,2.0,8.25,8.3,-1.6,0.41038853
7117.0,31.65,0.28,0.6,7.79,0.62,1.62,0.39,292.01,301.1,8.0,11.0,13.0,1.99,21.0,subcooled,42.5,-42.0,96.7,17.0,2.0,8.25,8.3,4.7,0.19772123
7118.0,31.62,0.28,0.59,7.78,0.6,1.59,0.41,290.93,301.49,8.0,11.0,13.0,2.0,21.0,subcooled,42.5,-42.0,96.7,18.0,2.0,8.25,8.3,11.0,0.16510309
7119.0,31.68,0.28,0.59,7.8,0.58,1.59,0.41,290.6,302.53,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,19.0,3.0,9.3,-2.55,-1.6,0.52090967
7120.0,31.63,0.28,0.58,7.82,0.58,1.59,0.42,290.59,301.76,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,20.0,3.0,9.3,-2.55,4.7,0.2880089
7121.0,31.64,0.28,0.59,7.8,0.62,1.6,0.41,290.13,301.45,8.0,11.0,13.0,1.99,21.0,subcooled,42.5,-42.0,96.7,21.0,3.0,9.3,-2.55,11.0,0.21770309
7122.0,31.73,0.28,0.6,7.79,0.62,1.58,0.41,290.41,301.34,8.0,11.0,13.0,2.02,21.0,subcooled,42.5,-42.0,96.7,22.0,4.0,9.3,-2.3,11.3,0.1335196
7123.0,31.87,0.28,0.59,7.8,0.62,1.58,0.4,290.8,301.89,8.0,11.0,13.0,1.98,21.0,subcooled,42.5,-42.0,96.7,23.0,4.0,9.3,3.0,11.3,0.086195529
7124.0,31.56,0.27,0.59,7.81,0.62,1.61,0.41,292.08,301.64,8.0,11.0,13.0,2.01,21.0,subcooled,42.5,-42.0,96.7,24.0,4.0,9.3,8.3,11.3,0.067593895
7125.0,31.59,0.28,0.61,7.81,0.6,1.6,0.41,290.73,301.8,8.0,11.0,13.0,1.99,21.0,subcooled,42.5,-42.0,96.7,25.0,5.0,9.3,8.55,-1.6,0.11363334
7126.0,31.6,0.28,0.59,7.78,0.6,1.59,0.4,291.32,302.27,8.0,11.0,13.0,1.99,21.0,subcooled,42.5,-42.0,96.7,26.0,5.0,9.3,8.55,4.7,0.062301066
7127.0,31.8,0.28,0.6,7.82,0.6,1.59,0.4,291.42,301.0,8.0,11.0,13.0,1.98,21.0,subcooled,42.5,-42.0,96.7,27.0,5.0,9.3,8.55,11.0,0.059040654
7128.0,6.39,0.75,1.21,7.79,1.98,0.19,0.62,545.42,396.07,10.0,8.0,11.0,0.78,11.0,superheated,37.9,-1.0,152.0,1.0,1.0,11.45,-1.8,-0.3,0.13626347
7129.0,6.58,0.74,1.2,7.81,2.0,0.2,0.58,544.56,396.23,10.0,8.0,11.0,0.79,11.0,superheated,37.9,-1.0,152.0,2.0,1.0,11.45,-1.8,5.0,0.14114024
7130.0,6.59,0.75,1.21,7.79,2.01,0.19,0.58,546.63,395.58,10.0,8.0,11.0,0.82,11.0,superheated,37.9,-1.0,152.0,3.0,1.0,11.45,-1.8,10.3,0.14145999
7131.0,6.65,0.75,1.22,7.81,2.0,0.19,0.59,545.74,395.48,10.0,8.0,11.0,0.81,11.0,superheated,37.9,-1.0,152.0,4.0,1.0,11.45,2.0,-0.3,0.078174517
7132.0,6.58,0.74,1.22,7.81,2.01,0.18,0.6,545.16,396.18,10.0,8.0,11.0,0.78,11.0,superheated,37.9,-1.0,152.0,5.0,1.0,11.45,2.0,5.0,0.075218789
7133.0,6.73,0.76,1.2,7.81,2.0,0.22,0.61,545.33,395.67,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,6.0,1.0,11.45,2.0,10.3,0.068840958
7134.0,6.63,0.75,1.2,7.82,2.0,0.2,0.6,545.32,395.71,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,7.0,1.0,11.45,5.8,-0.3,0.061836675
7135.0,6.48,0.75,1.21,7.79,2.0,0.22,0.59,544.08,395.67,10.0,8.0,11.0,0.82,11.0,superheated,37.9,-1.0,152.0,8.0,1.0,11.45,5.8,5.0,0.063305564
7136.0,6.43,0.75,1.2,7.81,2.01,0.2,0.62,545.41,395.79,10.0,8.0,11.0,0.81,11.0,superheated,37.9,-1.0,152.0,9.0,1.0,11.45,5.8,10.3,0.086754821
7137.0,6.55,0.75,1.22,7.78,2.0,0.18,0.61,545.42,395.22,10.0,8.0,11.0,0.79,11.0,superheated,37.9,-1.0,152.0,10.0,2.0,10.55,-1.8,-0.3,0.88615382
7138.0,6.76,0.75,1.19,7.81,1.99,0.19,0.59,544.34,396.13,10.0,8.0,11.0,0.79,11.0,superheated,37.9,-1.0,152.0,11.0,2.0,10.55,-1.8,5.0,0.82974774
7139.0,6.76,0.75,1.2,7.79,1.99,0.2,0.62,545.62,395.35,10.0,8.0,11.0,0.81,11.0,superheated,37.9,-1.0,152.0,12.0,2.0,10.55,-1.8,10.3,0.58024818
7140.0,6.6,0.75,1.21,7.79,2.0,0.18,0.61,544.82,395.75,10.0,8.0,11.0,0.82,11.0,superheated,37.9,-1.0,152.0,13.0,2.0,10.55,2.0,-0.3,0.75957578
7141.0,6.49,0.75,1.18,7.8,2.0,0.2,0.61,545.06,395.23,10.0,8.0,11.0,0.81,11.0,superheated,37.9,-1.0,152.0,14.0,2.0,10.55,2.0,5.0,0.70075226
7142.0,6.57,0.75,1.21,7.8,1.98,0.21,0.62,545.38,395.55,10.0,8.0,11.0,0.79,11.0,superheated,37.9,-1.0,152.0,15.0,2.0,10.55,2.0,10.3,0.50472575
7143.0,6.71,0.75,1.18,7.78,2.01,0.22,0.59,545.11,395.47,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,16.0,2.0,10.55,5.8,-0.3,0.45387167
7144.0,6.58,0.75,1.19,7.8,1.99,0.21,0.6,544.96,396.11,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,17.0,2.0,10.55,5.8,5.0,0.4559173
7145.0,6.56,0.75,1.19,7.8,1.98,0.19,0.59,544.63,395.56,10.0,8.0,11.0,0.79,11.0,superheated,37.9,-1.0,152.0,18.0,2.0,10.55,5.8,10.3,0.35856587
7146.0,6.54,0.75,1.21,7.79,1.98,0.22,0.61,546.22,395.69,10.0,8.0,11.0,0.81,11.0,superheated,37.9,-1.0,152.0,19.0,3.0,11.0,-2.05,-0.3,0.4466905
7147.0,6.55,0.75,1.2,7.82,2.0,0.22,0.62,544.57,395.61,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,20.0,3.0,11.0,-2.05,5.0,0.43275496
7148.0,6.68,0.75,1.19,7.81,1.98,0.2,0.6,545.24,395.98,10.0,8.0,11.0,0.79,11.0,superheated,37.9,-1.0,152.0,21.0,3.0,11.0,-2.05,10.3,0.34145409
7149.0,6.68,0.75,1.19,7.79,2.01,0.22,0.61,544.62,395.47,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,22.0,4.0,11.0,-1.8,10.6,0.23250888
7150.0,6.69,0.74,1.19,7.81,2.01,0.19,0.6,545.72,395.74,10.0,8.0,11.0,0.79,11.0,superheated,37.9,-1.0,152.0,23.0,4.0,11.0,2.0,10.6,0.15566765
7151.0,6.48,0.75,1.19,7.81,2.0,0.21,0.62,545.08,394.99,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,24.0,4.0,11.0,5.8,10.6,0.1448307
7152.0,6.57,0.75,1.21,7.79,2.0,0.2,0.62,544.88,395.47,10.0,8.0,11.0,0.81,11.0,superheated,37.9,-1.0,152.0,25.0,5.0,11.0,6.05,-0.3,0.178774
7153.0,6.75,0.75,1.2,7.79,2.01,0.2,0.59,545.88,396.3,10.0,8.0,11.0,0.8,11.0,superheated,37.9,-1.0,152.0,26.0,5.0,11.0,6.05,5.0,0.18042427
7154.0,6.45,0.75,1.18,7.82,1.99,0.18,0.61,545.29,395.83,10.0,8.0,11.0,0.81,11.0,superheated,37.9,-1.0,152.0,27.0,5.0,11.0,6.05,10.3,0.15814957
7155.0,7.08,0.67,2.41,3.4,2.79,1.38,1.0,472.19,,15.0,4.0,11.0,2.4,0.0,subcooled,37.9,-1.0,152.0,1.0,1.0,18.65,-1.8,-1.7,0.084529884
7156.0,7.27,0.67,2.4,3.42,2.78,1.41,0.99,472.44,331.88,15.0,4.0,11.0,2.4,0.0,subcooled,37.9,-1.0,152.0,2.0,1.0,18.65,-1.8,3.6,0.083036676
7157.0,7.05,0.67,2.39,3.4,2.81,1.39,0.99,473.47,331.54,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,3.0,1.0,18.65,-1.8,8.9,0.072026007
7158.0,6.87,0.67,2.41,3.4,2.81,1.41,0.98,474.15,331.46,15.0,4.0,11.0,2.39,0.0,subcooled,37.9,-1.0,152.0,4.0,1.0,18.65,0.0,-1.7,0.075802162
7159.0,7.04,0.67,2.42,3.41,2.82,1.39,0.99,472.34,330.77,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,5.0,1.0,18.65,0.0,3.6,0.073283367
7160.0,7.12,0.67,2.41,3.39,2.78,1.39,1.0,472.23,330.82,15.0,4.0,11.0,2.4,0.0,subcooled,37.9,-1.0,152.0,6.0,1.0,18.65,0.0,8.9,0.068386205
7161.0,7.04,0.67,2.39,3.4,2.82,1.4,0.98,472.67,331.0,15.0,4.0,11.0,2.4,0.0,subcooled,37.9,-1.0,152.0,7.0,1.0,18.65,1.8,-1.7,0.043997984
7162.0,6.92,0.67,2.38,3.38,2.81,1.42,1.0,472.96,331.15,15.0,4.0,11.0,2.39,0.0,subcooled,37.9,-1.0,152.0,8.0,1.0,18.65,1.8,3.6,0.039233975
7163.0,7.18,0.67,2.41,3.39,2.81,1.42,0.99,472.3,331.14,15.0,4.0,11.0,2.39,0.0,subcooled,37.9,-1.0,152.0,9.0,1.0,18.65,1.8,8.9,0.040874459
7164.0,7.04,0.67,2.42,3.42,2.8,1.39,1.02,472.21,331.17,15.0,4.0,11.0,2.4,0.0,subcooled,37.9,-1.0,152.0,10.0,2.0,16.15,-1.8,-1.7,0.31080624
7165.0,7.13,0.67,2.41,3.42,2.81,1.41,1.0,472.61,331.21,15.0,4.0,11.0,2.42,0.0,subcooled,37.9,-1.0,152.0,11.0,2.0,16.15,-1.8,3.6,0.24610649
7166.0,7.12,0.67,2.4,3.39,2.81,1.39,0.99,472.76,330.69,15.0,4.0,11.0,2.4,0.0,subcooled,37.9,-1.0,152.0,12.0,2.0,16.15,-1.8,8.9,0.1630162
7167.0,7.2,0.67,2.41,3.4,2.79,1.42,0.99,472.1,331.54,15.0,4.0,11.0,2.42,0.0,subcooled,37.9,-1.0,152.0,13.0,2.0,16.15,0.0,-1.7,0.28344241
7168.0,7.13,0.67,2.41,3.39,2.79,1.38,0.99,473.52,331.62,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,14.0,2.0,16.15,0.0,3.6,0.233564
7169.0,7.16,0.67,2.4,3.4,2.81,1.39,1.02,473.08,331.69,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,15.0,2.0,16.15,0.0,8.9,0.19669056
7170.0,7.11,0.67,2.39,3.38,2.81,1.39,1.01,472.27,330.93,15.0,4.0,11.0,2.39,0.0,subcooled,37.9,-1.0,152.0,16.0,2.0,16.15,1.8,-1.7,0.25079882
7171.0,6.99,0.67,2.4,3.41,2.8,1.39,1.0,471.83,331.6,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,17.0,2.0,16.15,1.8,3.6,0.1759218
7172.0,7.23,0.68,2.41,3.4,2.79,1.4,1.0,472.29,331.15,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,18.0,2.0,16.15,1.8,8.9,0.14402865
7173.0,6.97,0.67,2.4,3.41,2.81,1.41,0.98,472.06,331.45,15.0,4.0,11.0,2.42,0.0,subcooled,37.9,-1.0,152.0,19.0,3.0,17.4,-2.05,-1.7,0.22225232
7174.0,7.09,0.67,2.41,3.41,2.79,1.4,1.01,473.16,331.02,15.0,4.0,11.0,2.38,0.0,subcooled,37.9,-1.0,152.0,20.0,3.0,17.4,-2.05,3.6,0.20772463
7175.0,7.01,0.67,2.4,3.41,2.82,1.42,1.01,472.87,331.56,15.0,4.0,11.0,2.42,0.0,subcooled,37.9,-1.0,152.0,21.0,3.0,17.4,-2.05,8.9,0.12362419
7176.0,7.13,0.67,2.38,3.4,2.78,1.38,1.01,472.16,331.79,15.0,4.0,11.0,2.39,0.0,subcooled,37.9,-1.0,152.0,22.0,4.0,17.4,-1.8,9.2,0.096819453
7177.0,7.05,0.67,2.38,3.4,2.79,1.41,1.0,472.54,331.29,15.0,4.0,11.0,2.42,0.0,subcooled,37.9,-1.0,152.0,23.0,4.0,17.4,0.0,9.2,0.075345486
7178.0,7.04,0.67,2.39,3.41,2.79,1.38,1.01,471.5,331.2,15.0,4.0,11.0,2.42,0.0,subcooled,37.9,-1.0,152.0,24.0,4.0,17.4,1.8,9.2,0.078494221
7179.0,7.09,0.67,2.4,3.41,2.79,1.39,0.99,472.29,330.99,15.0,4.0,11.0,2.39,0.0,subcooled,37.9,-1.0,152.0,25.0,5.0,17.4,2.05,-1.7,0.11877875
7180.0,7.1,0.67,2.39,3.41,2.82,1.39,0.99,471.8,330.83,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,26.0,5.0,17.4,2.05,3.6,0.096206956
7181.0,7.15,0.67,2.38,3.39,2.78,1.41,0.98,472.63,330.78,15.0,4.0,11.0,2.41,0.0,subcooled,37.9,-1.0,152.0,27.0,5.0,17.4,2.05,8.9,0.066468045
7182.0,19.15,0.78,2.78,2.41,2.59,1.79,0.61,404.78,322.7,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,1.0,1.0,9.05,-4.7,-1.9,0.12127631
7183.0,19.11,0.78,2.81,2.4,2.61,1.78,0.59,401.64,323.74,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,2.0,1.0,9.05,-4.7,0.4,0.13031666
7184.0,19.26,0.78,2.82,2.38,2.6,1.79,0.6,403.49,322.5,5.0,15.0,5.0,2.62,27.0,subcooled,37.9,-1.0,152.0,3.0,1.0,9.05,-4.7,2.7,0.07790257
7185.0,19.11,0.78,2.81,2.4,2.59,1.8,0.58,403.08,322.6,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,4.0,1.0,9.05,2.6,-1.9,0.056470107
7186.0,19.1,0.77,2.79,2.39,2.6,1.79,0.6,401.64,322.92,5.0,15.0,5.0,2.58,27.0,subcooled,37.9,-1.0,152.0,5.0,1.0,9.05,2.6,0.4,0.055842772
7187.0,19.09,0.77,2.78,2.39,2.59,1.8,0.6,402.59,322.44,5.0,15.0,5.0,2.59,27.0,subcooled,37.9,-1.0,152.0,6.0,1.0,9.05,2.6,2.7,0.068529584
7188.0,19.1,0.78,2.79,2.39,2.58,1.79,0.6,401.2,322.7,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,7.0,1.0,9.05,9.9,-1.9,0.072591603
7189.0,19.08,0.77,2.78,2.42,2.6,1.8,0.61,403.04,323.44,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,8.0,1.0,9.05,9.9,0.4,0.058043219
7190.0,19.05,0.78,2.8,2.39,2.61,1.8,0.59,403.03,322.82,5.0,15.0,5.0,2.61,27.0,subcooled,37.9,-1.0,152.0,9.0,1.0,9.05,9.9,2.7,0.059131291
7191.0,19.07,0.77,2.78,2.42,2.6,1.79,0.6,402.98,322.59,5.0,15.0,5.0,2.59,27.0,subcooled,37.9,-1.0,152.0,10.0,2.0,6.35,-4.7,-1.9,0.85147029
7192.0,19.21,0.77,2.78,2.42,2.59,1.8,0.6,402.61,322.31,5.0,15.0,5.0,2.62,27.0,subcooled,37.9,-1.0,152.0,11.0,2.0,6.35,-4.7,0.4,0.5238204
7193.0,19.24,0.78,2.78,2.39,2.6,1.81,0.61,402.23,322.85,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,12.0,2.0,6.35,-4.7,2.7,0.36118501
7194.0,19.39,0.78,2.81,2.4,2.59,1.81,0.6,403.46,323.06,5.0,15.0,5.0,2.61,27.0,subcooled,37.9,-1.0,152.0,13.0,2.0,6.35,2.6,-1.9,1.0568663
7195.0,19.17,0.78,2.78,2.38,2.59,1.8,0.58,403.3,322.49,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,14.0,2.0,6.35,2.6,0.4,0.56212217
7196.0,19.14,0.78,2.81,2.4,2.59,1.8,0.62,402.46,322.99,5.0,15.0,5.0,2.59,27.0,subcooled,37.9,-1.0,152.0,15.0,2.0,6.35,2.6,2.7,0.46614483
7197.0,19.23,0.78,2.8,2.38,2.6,1.79,0.62,403.26,323.11,5.0,15.0,5.0,2.61,27.0,subcooled,37.9,-1.0,152.0,16.0,2.0,6.35,9.9,-1.9,0.54843634
7198.0,19.29,0.78,2.82,2.42,2.61,1.78,0.62,402.48,322.98,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,17.0,2.0,6.35,9.9,0.4,0.47329724
7199.0,19.15,0.78,2.82,2.38,2.58,1.82,0.61,402.28,323.09,5.0,15.0,5.0,2.62,27.0,subcooled,37.9,-1.0,152.0,18.0,2.0,6.35,9.9,2.7,0.26031417
7200.0,19.21,0.78,2.81,2.4,2.62,1.79,0.62,403.02,323.11,5.0,15.0,5.0,2.59,27.0,subcooled,37.9,-1.0,152.0,19.0,3.0,7.7,-4.95,-1.9,0.29880032
7201.0,19.25,0.78,2.78,2.38,2.58,1.81,0.6,403.44,322.4,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,20.0,3.0,7.7,-4.95,0.4,0.2739554
7202.0,19.15,0.78,2.79,2.39,2.62,1.78,0.58,403.6,322.18,5.0,15.0,5.0,2.61,27.0,subcooled,37.9,-1.0,152.0,21.0,3.0,7.7,-4.95,2.7,0.12719555
7203.0,19.31,0.78,2.81,2.4,2.59,1.81,0.6,403.78,322.68,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,22.0,4.0,7.7,-4.7,3.0,0.13839352
7204.0,19.1,0.78,2.79,2.41,2.59,1.81,0.6,402.82,322.97,5.0,15.0,5.0,2.61,27.0,subcooled,37.9,-1.0,152.0,23.0,4.0,7.7,2.6,3.0,0.15358774
7205.0,18.96,0.78,2.8,2.39,2.6,1.8,0.6,403.14,322.86,5.0,15.0,5.0,2.59,27.0,subcooled,37.9,-1.0,152.0,24.0,4.0,7.7,9.9,3.0,0.10569316
7206.0,19.31,0.78,2.79,2.39,2.61,1.79,0.59,402.09,322.58,5.0,15.0,5.0,2.61,27.0,subcooled,37.9,-1.0,152.0,25.0,5.0,7.7,10.15,-1.9,0.12035555
7207.0,19.35,0.78,2.8,2.4,2.59,1.81,0.59,402.4,323.21,5.0,15.0,5.0,2.6,27.0,subcooled,37.9,-1.0,152.0,26.0,5.0,7.7,10.15,0.4,0.11805893
7208.0,19.15,0.78,2.82,2.4,2.6,1.79,0.6,403.18,323.15,5.0,15.0,5.0,2.61,27.0,subcooled,37.9,-1.0,152.0,27.0,5.0,7.7,10.15,2.7,0.11131646
7209.0,5.19,0.51,2.58,9.61,1.4,0.79,0.59,532.94,314.3,16.0,15.0,3.0,0.8,4.0,subcooled,37.9,-1.0,152.0,1.0,1.0,18.15,-6.1,-0.9,0.057806458
7210.0,5.17,0.51,2.59,9.6,1.39,0.8,0.58,531.28,314.16,16.0,15.0,3.0,0.78,4.0,subcooled,37.9,-1.0,152.0,2.0,1.0,18.15,-6.1,0.4,0.059135184
7211.0,5.34,0.51,2.6,9.6,1.4,0.79,0.62,532.42,314.85,16.0,15.0,3.0,0.79,4.0,subcooled,37.9,-1.0,152.0,3.0,1.0,18.15,-6.1,1.7,0.083255902
7212.0,5.17,0.51,2.59,9.58,1.4,0.79,0.61,531.52,314.59,16.0,15.0,3.0,0.81,4.0,subcooled,37.9,-1.0,152.0,4.0,1.0,18.15,1.2,-0.9,0.049356055
7213.0,5.18,0.51,2.62,9.61,1.4,0.78,0.61,531.54,314.16,16.0,15.0,3.0,0.82,4.0,subcooled,37.9,-1.0,152.0,5.0,1.0,18.15,1.2,0.4,0.036988698
7214.0,5.24,0.51,2.6,9.6,1.41,0.8,0.61,531.96,315.24,16.0,15.0,3.0,0.81,4.0,subcooled,37.9,-1.0,152.0,6.0,1.0,18.15,1.2,1.7,0.057354305
7215.0,5.12,0.51,2.6,9.6,1.38,0.8,0.6,533.03,314.42,16.0,15.0,3.0,0.8,4.0,subcooled,37.9,-1.0,152.0,7.0,1.0,18.15,8.5,-0.9,0.029846672
7216.0,5.12,0.51,2.6,9.6,1.39,0.79,0.61,532.43,314.77,16.0,15.0,3.0,0.81,4.0,subcooled,37.9,-1.0,152.0,8.0,1.0,18.15,8.5,0.4,0.037420329
7217.0,5.18,0.51,2.59,9.61,1.39,0.8,0.61,531.75,314.36,16.0,15.0,3.0,0.81,4.0,subcooled,37.9,-1.0,152.0,9.0,1.0,18.15,8.5,1.7,0.056026943
7218.0,5.09,0.51,2.58,9.59,1.41,0.79,0.58,532.2,314.69,16.0,15.0,3.0,0.78,4.0,subcooled,37.9,-1.0,152.0,10.0,2.0,17.25,-6.1,-0.9,0.20245686
7219.0,5.27,0.52,2.61,9.6,1.39,0.78,0.62,532.1,314.24,16.0,15.0,3.0,0.82,4.0,subcooled,37.9,-1.0,152.0,11.0,2.0,17.25,-6.1,0.4,0.20306981
7220.0,5.32,0.51,2.58,9.59,1.41,0.81,0.6,532.74,314.5,16.0,15.0,3.0,0.79,4.0,subcooled,37.9,-1.0,152.0,12.0,2.0,17.25,-6.1,1.7,0.18455549
7221.0,5.02,0.52,2.61,9.61,1.39,0.8,0.59,531.85,314.44,16.0,15.0,3.0,0.81,4.0,subcooled,37.9,-1.0,152.0,13.0,2.0,17.25,1.2,-0.9,0.32997191
7222.0,5.25,0.51,2.59,9.62,1.39,0.8,0.61,532.78,314.32,16.0,15.0,3.0,0.79,4.0,subcooled,37.9,-1.0,152.0,14.0,2.0,17.25,1.2,0.4,0.32999501
7223.0,5.06,0.51,2.59,9.62,1.39,0.81,0.59,533.76,313.88,16.0,15.0,3.0,0.79,4.0,subcooled,37.9,-1.0,152.0,15.0,2.0,17.25,1.2,1.7,0.29636982
7224.0,5.2,0.51,2.62,9.61,1.42,0.81,0.59,531.22,314.64,16.0,15.0,3.0,0.8,4.0,subcooled,37.9,-1.0,152.0,16.0,2.0,17.25,8.5,-0.9,0.15524262
